78_1	What is the keto diet?	What is the keto diet?
78_2	Why was it original developed?	Why was the keto diet original developed?
78_3	What is ketosis?	What is ketosis?
78_4	What is paleo?	What is paleo?
78_5	What do they have in common?	What do they have in common?
78_6	How are they different?	How are they different?
78_7	What is intermittent fasting?	What is intermittent fasting?
78_8	How is it related to keto?	How is intermittent fasting related to keto?
78_9	What is the 16/8 method?	What is the 16/8 method?
78_10	What is the best for weight loss?	What is the best for weight loss?
