77_1	What's the difference between soup and stew?	What's the difference between soup and stew?
77_2	Is chilli a stew?	Is chilli a stew?
77_3	How about goulash?	How about goulash?
77_4	What are popular ones in France?	What are popular ones in France?
77_5	How is cassoulet made?	How is cassoulet made?
77_6	Tell me about feijoada and its significance.	Tell me about feijoada and feijoada's significance.
77_7	How is it similar or different from cassoulet?	How is feijoada similar or different from cassoulet?
77_8	Tell about Bigos stew.	Tell about Bigos stew.
77_9	Why is it important?	Why is Bigos stew important?
77_10	What is the history of Irish stew?	What is the history of Irish stew?
